X,Y,OBJECTID,FULLNAME,NAME,ENTRANCENAME,ALIAS1,ALIAS2,JURISDICTION,ADDRESS,Address2,URL,PHONE,ARTSCENTER,BALLFIELDS,BOATRENTAL,CANOE,DISCGOLF,DOGPARK,ENVCTR,FISHING,GREENWAYACCESS,GYM,MULTIPURPOSEFIELD,OUTDOORBASKETBALL,PICNICSHELTER,PLAYGROUND,POOL,COMMUNITYCENTER,NEIGHBORHOODCENTER,TENNISCOURTS,TRACK,WALKINGTRAILS,RESTROOMS,Lat,Lon,Notes,AMUSEMENTTRAIN,CAROUSEL,TENNISCENTER,THEATER,BOCCE,HANDBALL,HORSESHOE,INLINESKATING,SANDVOLLEYBALL,SKATEPARK,ACTIVE_ADULT,BMXTRACK,BOATRIDE,LIBRARY,MUSEUM,TEEN,BIKING,LIVEANIMALS,GARDENS,EQUESTRIAN,VEHICLEENTRANCE,GREENWAYENTRANCE,PEDESTRIANENTRANCE,PARKINGSTREET,PARKINGLOT
2065054.80797004699707,738812.643957734107971,530,Meeting Place Park - Pedestrian Entrance,Meeting Place Park,Pedestrian Entrance,,,Town of Cary,"601 Kildaire Farm Road, Cary, NC","601 Kildaire Farm Road, Cary, NC",http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks/meeting-place-park,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No
2090816.615698307752609,743826.139180064201355,531,Method Community Park - Method Rd Entrance,Method Community Park,Method Rd Entrance,,,City of Raleigh,"514 Method Rd, Raleigh, NC","514 Method Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/MethodCommunityCenter.html,919-831-6066,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,35.792815,-78.694513,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2090808.4999008923769,743534.937662720680237,532,Method Community Park - Method Rd Entrance,Method Community Park,Method Rd Entrance,,,City of Raleigh,"514 Method Rd, Raleigh, NC","514 Method Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/MethodCommunityCenter.html,919-831-6066,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,35.792815,-78.694513,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2090574.367167055606842,743285.995575308799744,533,Method Community Park - Woods Pl Entrance,Method Community Park,Woods Pl Entrance,,,City of Raleigh,"514 Method Rd, Raleigh, NC","514 Method Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/MethodCommunityCenter.html,919-831-6066,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,35.792815,-78.694513,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2070825.402399972081184,698785.546190559864044,534,Middle Creek School Park - Middle Creek Park Ave Entrance,Middle Creek School Park,Middle Creek Park Ave Entrance,,,Town of Cary,"151 Middle Creek Park Avenue, Cary, NC","151 Middle Creek Park Avenue, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Middle_Creek_School_Park.htm,,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,35.665164,-78.765015,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2069987.017921879887581,696133.477347731590271,535,Middle Creek School Park - Optimist Farm Rd Entrance,Middle Creek School Park,Optimist Farm Rd Entrance,,,Town of Cary,"151 Middle Creek Park Avenue, Cary, NC","151 Middle Creek Park Avenue, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Middle_Creek_School_Park.htm,,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,35.665164,-78.765015,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2068902.732032716274261,696042.308894887566566,536,Middle Creek School Park - Pedestrian Entrance,Middle Creek School Park,Pedestrian Entrance,,,Town of Cary,"151 Middle Creek Park Avenue, Cary, NC","151 Middle Creek Park Avenue, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Middle_Creek_School_Park.htm,,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,35.665164,-78.765015,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No
2071348.475172713398933,696340.905410557985306,537,Middle Creek School Park - Pedestrian Entrance,Middle Creek School Park,Pedestrian Entrance,,,Town of Cary,"151 Middle Creek Park Avenue, Cary, NC","151 Middle Creek Park Avenue, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Middle_Creek_School_Park.htm,,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,35.665164,-78.765015,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No
2136499.937061131000519,745972.735280558466911,538,Milburnie - Greenway Entrance,Milburnie,Greenway Entrance,,,City of Raleigh,"1101 Old Milburnie Rd, Raleigh, NC","1101 Old Milburnie Rd, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-831-6640,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,35.798412,-78.538621,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2137329.724443554878235,745596.455849394202232,539,Milburnie - Loch Raven Pkwy Entrance,Milburnie,Loch Raven Pkwy Entrance,,,City of Raleigh,"1101 Old Milburnie Rd, Raleigh, NC","1101 Old Milburnie Rd, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-831-6640,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,35.798412,-78.538621,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,No,Yes
2136144.90725938975811,746937.14706563949585,540,Milburnie Park Neuse River Trail Access - Allen Dr Entrance,Milburnie Park Neuse River Trail Access,Allen Dr Entrance,Neuse River Trail Access,,City of Raleigh,"5428 Allen Dr, Raleigh, NC",,https://www.raleighnc.gov/parks/content/ParksRec/Articles/Greenways/NeuseRiverTrail.html,919-996-3285,,,,,,,,,Yes,,,,,,,,,,,Yes,,,,,No,,,,,,,,,,,,,,,,No,,,,Yes,Yes,Yes,No,Yes
2151124.036421805620193,795258.636052399873734,541,Mill Bridge Nature Park - Greenway Entrance,Mill Bridge Nature Park,Greenway Entrance,,,Town of Rolesville,"425 Nature Park Drive, Wake Forest, NC","425 Nature Park Drive, Wake Forest, NC",http://rolesvillenc.gov/town-departments/parks-recreation/parks-facilities/,919.554.6582,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2153178.962430059909821,794588.438245818018913,542,Mill Bridge Nature Park - Nature Park Dr Entrance,Mill Bridge Nature Park,Nature Park Dr Entrance,,,Town of Rolesville,"425 Nature Park Drive, Wake Forest, NC","425 Nature Park Drive, Wake Forest, NC",http://rolesvillenc.gov/town-departments/parks-recreation/parks-facilities/,919.554.6582,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2153396.617506548762321,795671.620134562253952,543,Mill Bridge Nature Park - Pedestrian Entrance,Mill Bridge Nature Park,Pedestrian Entrance,,,Town of Rolesville,"425 Nature Park Drive, Wake Forest, NC","425 Nature Park Drive, Wake Forest, NC",http://rolesvillenc.gov/town-departments/parks-recreation/parks-facilities/,919.554.6582,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No
2116924.361382976174355,770024.580877557396889,544,Millbrook Exchange Park - Pedestrian Entrance,Millbrook Exchange Park,Pedestrian Entrance,Anne Gordon Center for Active Adults,,City of Raleigh,"1815 Spring Forest Rd, Raleigh, NC","1815 Spring Forest Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/MillbrookExchangeCommunityCenter.html,919-996-4720,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,35.869465,-78.605255,,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,,,,No,No,Yes,No,No
2116227.626227885484695,772187.173009067773819,545,Millbrook Exchange Park - Pedestrian Entrance,Millbrook Exchange Park,Pedestrian Entrance,Anne Gordon Center for Active Adults,,City of Raleigh,"1815 Spring Forest Rd, Raleigh, NC","1815 Spring Forest Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/MillbrookExchangeCommunityCenter.html,919-996-4720,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,35.869465,-78.605255,,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,,,,No,No,Yes,No,No
2116264.904368549585342,770497.657031148672104,546,Millbrook Exchange Park - Spring Forest Rd Entrance,Millbrook Exchange Park,Spring Forest Rd Entrance,Anne Gordon Center for Active Adults,,City of Raleigh,"1815 Spring Forest Rd, Raleigh, NC","1815 Spring Forest Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/MillbrookExchangeCommunityCenter.html,919-996-4720,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,35.869465,-78.605255,,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2028935.955339133739471,752113.351936310529709,547,Mills Park - Greenway Entrance,Mills Park,Greenway Entrance,,,Town of Cary,"425 Mills Park Drive, Cary, NC","425 Mills Park Drive, Cary, NC",http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks/mills-school-park,,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,35.812644,-78.902605,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2030818.653673470020294,752548.305790811777115,548,Mills Park - Greenway Entrance,Mills Park,Greenway Entrance,,,Town of Cary,"425 Mills Park Drive, Cary, NC","425 Mills Park Drive, Cary, NC",http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks/mills-school-park,,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,35.812644,-78.902605,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2029830.492263972759247,752551.762148723006248,549,Mills Park - Greenway Entrance,Mills Park,Greenway Entrance,,,Town of Cary,"425 Mills Park Drive, Cary, NC","425 Mills Park Drive, Cary, NC",http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks/mills-school-park,,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,35.812644,-78.902605,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2028718.359973803162575,750773.311965480446815,550,Mills Park - Greenway Entrance,Mills Park,Greenway Entrance,,,Town of Cary,"425 Mills Park Drive, Cary, NC","425 Mills Park Drive, Cary, NC",http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks/mills-school-park,,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,35.812644,-78.902605,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2028982.779392465949059,752666.172024890780449,551,Mills Park - Greenway Entrance,Mills Park,Greenway Entrance,,,Town of Cary,"425 Mills Park Drive, Cary, NC","425 Mills Park Drive, Cary, NC",http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks/mills-school-park,,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,35.812644,-78.902605,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No
2029692.694311216473579,750873.676594138145447,552,Mills Park - Mills Park Dr Entrance,Mills Park,Mills Park Dr Entrance,,,Town of Cary,"425 Mills Park Drive, Cary, NC","425 Mills Park Drive, Cary, NC",http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks/mills-school-park,,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,35.812644,-78.902605,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,No,Yes
2031749.025828465819359,751803.678014978766441,553,Mills Park - Pedestrian Entrance,Mills Park,Pedestrian Entrance,,,Town of Cary,"425 Mills Park Drive, Cary, NC","425 Mills Park Drive, Cary, NC",http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks/mills-school-park,,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,35.812644,-78.902605,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No
2150094.529950633645058,743424.270889312028885,554,Mingo Creek Park - Parkside Commons Dr Entrance,Mingo Creek Park,Parkside Commons Dr Entrance,,,Town of Knightdale,"100 Parkside Commons Drive, Knightdale, NC","100 Parkside Commons Drive, Knightdale, NC",http://www.knightdalenc.gov/index.aspx?page=354,919-217-2230,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2149649.636155381798744,742607.696735054254532,555,Mingo Creek Park - Pedestrian Entrance,Mingo Creek Park,Pedestrian Entrance,,,Town of Knightdale,"100 Parkside Commons Drive, Knightdale, NC","100 Parkside Commons Drive, Knightdale, NC",http://www.knightdalenc.gov/index.aspx?page=354,919-217-2230,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No
2181356.300104141235352,788173.400222897529602,556,Mitchell Mill State Natural Area - Mitchell Mill Rd Entrance,Mitchell Mill State Natural Area,Mitchell Mill Rd Entrance,,,State of North Carolina,"5129 Zebulon Rd, Zebulon, NC",,https://www.ncparks.gov/falls-lake-state-recreation-area/history,919-676-1027,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,Yes,No,Yes,No,Yes
2180923.570654630661011,790015.793847814202309,557,Mitchell Mill State Natural Area - Zebulon Rd Entrance,Mitchell Mill State Natural Area,Zebulon Rd Entrance,,,State of North Carolina,"5129 Zebulon Rd, Zebulon, NC",,https://www.ncparks.gov/falls-lake-state-recreation-area/history,919-676-1027,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,Yes,No,Yes,No,Yes
2107897.675696223974228,738315.240096896886826,558,Moore Square - E Hargett St Entrance,Moore Square,E Hargett St Entrance,,,City of Raleigh,"201 South Blount St, Raleigh, NC","201 South Blount St, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-832-1231,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.777402,-78.635800,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,Yes,No
2108188.322752714157104,737881.551331728696823,559,Moore Square - E Martin St Entrance,Moore Square,E Martin St Entrance,,,City of Raleigh,"201 South Blount St, Raleigh, NC","201 South Blount St, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-832-1231,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.777402,-78.635800,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,Yes,No
2107813.179474130272865,737957.080380141735077,560,Moore Square - S Blount St Entrance,Moore Square,S Blount St Entrance,,,City of Raleigh,"201 South Blount St, Raleigh, NC","201 South Blount St, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-832-1231,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.777402,-78.635800,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,Yes,No
2108247.678933218121529,738249.568312227725983,561,Moore Square - S Person St Entrance,Moore Square,S Person St Entrance,,,City of Raleigh,"201 South Blount St, Raleigh, NC","201 South Blount St, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-832-1231,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.777402,-78.635800,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,Yes,No
2108798.144367724657059,743525.68768122792244,562,Mordecai Historic Park - Mimosa St Entrance,Mordecai Historic Park,Mimosa St Entrance,Mordecai Historic Park,,City of Raleigh,"1 Mimosa St, Raleigh, NC","1 Mimosa St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/MordecaiHistoricPark2.html,919-857-4364,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,35.792683,-78.633102,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Yes,Yes,No
2108670.843441218137741,743566.922506898641586,563,Mordecai Historic Park - Mimosa St Entrance,Mordecai Historic Park,Mimosa St Entrance,Mordecai Historic Park,,City of Raleigh,"1 Mimosa St, Raleigh, NC","1 Mimosa St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/MordecaiHistoricPark2.html,919-857-4364,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,35.792683,-78.633102,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Yes,Yes,No
2108612.329450637102127,743743.337508395314217,564,Mordecai Historic Park - Mordecai Dr Entrance,Mordecai Historic Park,Mordecai Dr Entrance,Mordecai Historic Park,,City of Raleigh,"1 Mimosa St, Raleigh, NC","1 Mimosa St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/MordecaiHistoricPark2.html,919-857-4364,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,35.792683,-78.633102,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,Yes,No,Yes,Yes,No
2109039.499856144189835,743729.939897388219833,565,Mordecai Historic Park - Pedestrian Entrance,Mordecai Historic Park,Pedestrian Entrance,Mordecai Historic Park,,City of Raleigh,"1 Mimosa St, Raleigh, NC","1 Mimosa St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/MordecaiHistoricPark2.html,919-857-4364,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,35.792683,-78.633102,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,,,,No,No,Yes,No,No
2108111.500071719288826,744848.715875059366226,566,Mordecai Mini Park - N Blount St Entrance,Mordecai Mini Park,N Blount St Entrance,,,City of Raleigh,"1122 North Blount St, Raleigh, NC","1122 North Blount St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecParks/Articles/PlaygroundMordecai.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,35.795778,-78.635210,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,Yes,No
2108218.532337963581085,744689.436994150280952,567,Mordecai Mini Park - Poplar St Entrance,Mordecai Mini Park,Poplar St Entrance,,,City of Raleigh,"1122 North Blount St, Raleigh, NC","1122 North Blount St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecParks/Articles/PlaygroundMordecai.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,35.795778,-78.635210,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,Yes,No
2047180.413272723555565,750074.321565553545952,568,Morrisville Aquatics and Fitness Center - Morrisville Pkwy Entrance,Morrisville Aquatics and Fitness Center,Morrisville Pkwy Entrance,,,Town of Morrisville,"1301 Morrisville Pkwy, Morrisville, NC",,https://www.townofmorrisville.org/government/departments-services/parks-recreation-cultural-resources/morrisville-aquatics-and-fitness-center,919-463-6900,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,Yes,,,,No,,,,,,,,,,,,,,,,No,,,,Yes,No,Yes,No,Yes
2047459.360877558588982,749920.932436645030975,569,Morrisville Aquatics and Fitness Center - Pedestrian Entrance,Morrisville Aquatics and Fitness Center,Pedestrian Entrance,,,Town of Morrisville,"1301 Morrisville Pkwy, Morrisville, NC",,https://www.townofmorrisville.org/government/departments-services/parks-recreation-cultural-resources/morrisville-aquatics-and-fitness-center,919-463-6900,,,,,,,,,,,,Yes,,,Yes,Yes,,Yes,,,Yes,,,,No,,,,,,,,,,,,,,,,No,,,,No,No,Yes,No,No
2045285.533532306551933,751806.086802810430527,570,Morrisville Community Park - Davis Dr Entrance,Morrisville Community Park,Davis Dr Entrance,,,Town of Morrisville,1520 Morrisville Parkway,"Morrisville, NC 27560",http://www.townofmorrisville.org/government/departments-services/parks-recreation-cultural-resources/parks-and-greenways/morrisville-community-park,919-463-7110,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2047679.224611058831215,752084.560655310750008,571,Morrisville Community Park - Kudrow Ln Entrance,Morrisville Community Park,Kudrow Ln Entrance,,,Town of Morrisville,1520 Morrisville Parkway,"Morrisville, NC 27560",http://www.townofmorrisville.org/government/departments-services/parks-recreation-cultural-resources/parks-and-greenways/morrisville-community-park,919-463-7110,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2045545.947709634900093,751050.826502308249474,572,Morrisville Community Park - Morrisville Pkwy Entrance,Morrisville Community Park,Morrisville Pkwy Entrance,,,Town of Morrisville,1520 Morrisville Parkway,"Morrisville, NC 27560",http://www.townofmorrisville.org/government/departments-services/parks-recreation-cultural-resources/parks-and-greenways/morrisville-community-park,919-463-7110,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes
2046551.886314556002617,752272.053718641400337,573,Morrisville Community Park - Pedestrian Entrance,Morrisville Community Park,Pedestrian Entrance,,,Town of Morrisville,1520 Morrisville Parkway,"Morrisville, NC 27560",http://www.townofmorrisville.org/government/departments-services/parks-recreation-cultural-resources/parks-and-greenways/morrisville-community-park,919-463-7110,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No
2047247.193979054689407,752229.117780894041061,574,Morrisville Community Park - Pedestrian Entrance,Morrisville Community Park,Pedestrian Entrance,,,Town of Morrisville,1520 Morrisville Parkway,"Morrisville, NC 27560",http://www.townofmorrisville.org/government/departments-services/parks-recreation-cultural-resources/parks-and-greenways/morrisville-community-park,919-463-7110,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No
2046050.412251889705658,752302.848932638764381,575,Morrisville Community Park - Pedestrian Entrance,Morrisville Community Park,Pedestrian Entrance,,,Town of Morrisville,1520 Morrisville Parkway,"Morrisville, NC 27560",http://www.townofmorrisville.org/government/departments-services/parks-recreation-cultural-resources/parks-and-greenways/morrisville-community-park,919-463-7110,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No
2045282.773039132356644,752343.272080138325691,576,Morrisville Community Park - Pedestrian Entrance,Morrisville Community Park,Pedestrian Entrance,,,Town of Morrisville,1520 Morrisville Parkway,"Morrisville, NC 27560",http://www.townofmorrisville.org/government/departments-services/parks-recreation-cultural-resources/parks-and-greenways/morrisville-community-park,919-463-7110,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No
2105771.811837717890739,738036.958829313516617,577,Nash Square - S Dawson St Entrance,Nash Square,S Dawson St Entrance,,,City of Raleigh,"200 S McDowell St, Raleigh, NC","200 S McDowell St, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-832-1231,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.777579,-78.642702,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,Yes,No
2106204.538662552833557,738316.533401399850845,578,Nash Square - S Mcdowell St Entrance,Nash Square,S Mcdowell St Entrance,,,City of Raleigh,"200 S McDowell St, Raleigh, NC","200 S McDowell St, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-832-1231,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.777579,-78.642702,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,Yes,No
2105858.665010467171669,738394.940724894404411,579,Nash Square - W Hargett St Entrance,Nash Square,W Hargett St Entrance,,,City of Raleigh,"200 S McDowell St, Raleigh, NC","200 S McDowell St, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-832-1231,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.777579,-78.642702,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,Yes,No
