X,Y,OBJECTID,NAME,ALIAS1,ALIAS2,JURISDICTION,ADDRESS,Address2,URL,PHONE,ARTSCENTER,BALLFIELDS,BOATRENTAL,CANOE,DISCGOLF,DOGPARK,ENVCTR,FISHING,GREENWAYACCESS,GYM,MULTIPURPOSEFIELD,OUTDOORBASKETBALL,PICNICSHELTER,PLAYGROUND,POOL,COMMUNITYCENTER,NEIGHBORHOODCENTER,TENNISCOURTS,TRACK,WALKINGTRAILS,RESTROOMS,Lat,Lon,Notes,AMUSEMENTTRAIN,CAROUSEL,TENNISCENTER,THEATER,BOCCE,HANDBALL,HORSESHOE,INLINESKATING,SANDVOLLEYBALL,SKATEPARK,ACTIVE_ADULT,BMXTRACK,BOATRIDE,LIBRARY,MUSEUM,TEEN,BIKING,LIVEANIMALS,GARDENS,EQUESTRIAN,FORLOCATOR
2127369.524875804781914,735377.258440062403679,334,Historic Oak View County Park,,,Wake County,"4028 Carya Dr., Raleigh, NC  27610","4028 Carya Dr., Raleigh, NC  27610",http://www.wakegov.com/parks/oakview/Pages/default.aspx,919-250-1013,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,35.770019,-78.569734,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes
2093421.647561714053154,717694.717361643910408,335,Historic Yates Mill County Park,,,Wake County,"4620 Lake Wheeler Rd., Raleigh, NC  27603","4620 Lake Wheeler Rd., Raleigh, NC  27603",http://www.wakegov.com/parks/yatesmill/Pages/default.aspx,919-856-6675,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,35.718682,-78.686134,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes
2143783.338176727294922,811249.714962556958199,339,Holding Park,,,Town of Wake Forest,"133 W Owen Ave, Wake Forest, NC","133 W Owen Ave, Wake Forest, NC",http://www.wakeforestnc.gov/holding-park.aspx,919-435-9560,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,35.977659,-78.513536,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2111821.974606141448021,784029.406542390584946,341,Honeycutt Park,,,City of Raleigh,"1032 Clear Creek Farm Rd, Raleigh, NC","1032 Clear Creek Farm Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/HoneycuttPark.html,919-872-4156,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,35.902863,-78.625586,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,Yes
2070949.94644221663475,666839.948008388280869,342,Honeycutt Road Park,,,Town of Fuquay-Varina,"101 Fitness Drive, Fuquay-Varina, NC","101 Fitness Drive, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/honeycutt-road-park.html,919-552-1430,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,35.581754,-78.762361,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2138296.060765475034714,778348.244676396250725,346,Horseshoe Farm Nature Preserve,,,City of Raleigh,"2900 Horseshoe Farm Rd, Raleigh, NC","2900 Horseshoe Farm Rd, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.885136,-78.536053,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2045260.974854379892349,723312.491559147834778,347,Hunter Street Park,,,Town of Apex,"1250 Ambergate Station, Apex, NC","1250 Ambergate Station, Apex, NC",https://www.apexnc.org/798/Hunter-Street-Park,919-249-3402,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.737466,-78.847887,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2095995.869775474071503,746682.690225481987,354,Hymettus Woods Park,,,City of Raleigh,"901 Dixie Trl, Raleigh, NC","901 Dixie Trl, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,35.801720,-78.676728,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2050618.412302225828171,754252.343393221497536,358,Indian Creek Greenway and Trailhead,,,Town of Morrisville,101 Town Hall Drive,"Morrisville, NC 27560",http://www.townofmorrisville.org/government/departments-services/parks-recreation-cultural-resources/parks-and-greenways/indian-creek-greenway-and-trailhead,919-463-7110,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2098113.578466549515724,743682.989203900098801,362,Isabella Cannon Park,,,City of Raleigh,"2601 Kilgore Ave, Raleigh, NC","2601 Kilgore Ave, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/IsabellaCannonPark.html,919-831-6640,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,35.792632,-78.669157,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2186713.000348716974258,739554.24975797533989,363,J Ashley Wall Town Square,,,Town of Wendell,"14 W Third St, Wendell, NC","14 W Third St, Wendell, NC",http://www.townofwendell.com/departments/parks-and-recreation/facilites/town-square,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2149727.999843806028366,816359.799886733293533,366,J.B. Flaherty Park,,,Town of Wake Forest,"1226 N White St, Wake Forest, NC","1226 N White St, Wake Forest, NC",http://www.wakeforestnc.gov/residents-parksrecreation_facilities_flaherty.aspx,919-435-9560,No,Yes,No,No,No,Yes,No,Yes - Bank fishing only,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,35.992105,-78.491160,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2069471.849660888314247,714077.209176734089851,369,Jack Smith Park,,,Town of Cary,"9725 Penny Road, Cary, NC","9725 Penny Road, Cary, NC",http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks/jack-smith-park,,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2058497.689850717782974,668665.650721803307533,370,James A. Campbell Park,,,Town of Fuquay-Varina,"115 West Jones Street, Fuquay-Varina, NC","115 West Jones Street, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/west-jones-street-park.html,919-552-1430,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,35.586920,-78.801134,Restrooms are Portajohns,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2099506.999892309308052,746398.000178053975105,374,Jaycee Park,,,City of Raleigh,"2405 Wade Ave, Raleigh, NC","2405 Wade Ave, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/JayceeCommunityCenter.html,919-831-6833,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,35.799256,-78.663600,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,Yes
2110228.553908467292786,735054.31879723072052,375,John Chavis Memorial Park,,,City of Raleigh,"505 Martin Luther King Jr Blvd, Raleigh, NC","505 Martin Luther King Jr Blvd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/ChavisCommunityCenter.html,919-831-6989,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,35.769587,-78.630046,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2108886.644518807530403,735205.287983477115631,387,John P Top Greene Park,,,City of Raleigh,"401 Martin Luther King Jr. Blvd, Raleigh, NC","401 Martin Luther King Jr. Blvd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/TopGreene.html,919-831-6527,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,35.769536,-78.633228,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2050744.376945301890373,694297.754313141107559,390,Jones Park,,,Town of Holly Springs,"405 School Days Ln., Holly Springs, NC","405 School Days Ln., Holly Springs, NC",http://www.hollyspringsnc.us/index.aspx?NID=328,(919) 557-9600,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.737776,-78.902547,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2108770.175591632723808,734249.423425391316414,391,Junious N. Sorrell Park,,,City of Raleigh,"416 E Lee St, Raleigh, NC","416 E Lee St, Raleigh, NC",http://www.raleighnc.gov/parks/content/ParksRec/Articles/Parks/LeeStreet.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2085565.249888718128204,736893.559869393706322,393,Kaplan Park,,,City of Raleigh,"5208 Kaplan Dr, Raleigh, NC","5208 Kaplan Dr, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,35.774792,-78.711896,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2031733.157421886920929,720336.390227898955345,395,Kelly Glen Park,,,Town of Apex,"1701 Kelly Glen Ln., Apex, NC","1701 Kelly Glen Ln., Apex, NC",https://www.apexnc.org/796/Neighborhood-Parks,919-249-3402,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,35.729964,-78.892835,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2031079.020606800913811,721288.303022220730782,396,Kelly Road Park,,,Town of Apex,"1609 Kelly Rd., Apex, NC","1609 Kelly Rd., Apex, NC",https://www.apexnc.org/799/Kelly-Road-Park,919-249-3402,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,35.731700,-78.894811,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2089970.022575214505196,737814.190574064850807,401,Kentwood Park,,,City of Raleigh,"4531 Kaplan Dr, Raleigh, NC","4531 Kaplan Dr, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/KentwoodPark.html,919-831-6640,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,35.776066,-78.695965,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2113301.407342806458473,726103.124429315328598,406,Kingwood Forest Park,,,City of Raleigh,"2610 Evers Dr, Raleigh, NC","2610 Evers Dr, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecParks/Articles/PlaygroundKingwoodForest.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,35.744608,-78.618476,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,Yes
2058315.749925881624222,665248.125076562166214,408,Kinton Soccer Fields,,,Town of Fuquay-Varina,"300 West Ransom Street, Fuquay-Varina, NC","300 West Ransom Street, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/kinton-soccer-fields.html,919-552-1430,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,35.577672,-78.802218,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2109401.067702546715736,751831.816410139203072,416,Kiwanis Park,,,City of Raleigh,"2525 Noble Rd, Raleigh, NC","2525 Noble Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/KiwanisParkAndCenter.html,919-870-2880,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,35.817179,-78.631775,,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,,,,Yes
2156368.149949297308922,749433.247388392686844,419,Knightdale Community Park,,,Town of Knightdale,"1137 Old Knight Rd, Knightdale, NC","1137 Old Knight Rd, Knightdale, NC",http://www.knightdalenc.gov/index.aspx?page=347,919-217-2231,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2138527.059319213032722,744252.988720059394836,422,Knightdale Community Pool,,,Town of Knightdale,"202 Milburnie Road Knightdale, NC",,https://www.knightdalenc.gov/departments/parks-recreation-and-cultural-programs/parks-greenways-and-facilities/knightdale-1,919-217-2232,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,No,,,,,,,,,,,,,,,,No,,,,Yes
2155090.731900468468666,740649.410625398159027,424,Knightdale Elementary School Park,,,Town of Knightdale,"109 Ridge St, Knightdale, NC","109 Ridge St, Knightdale, NC",https://www.knightdalenc.gov/departments/parks-recreation-and-cultural-programs/parks-greenways-and-facilities,(919) 266-8540,,Yes,,,,,,,,,Yes,,,Yes,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,Yes
2151877.559521049261093,747445.327479720115662,428,Knightdale Environmental Park,,,Town of Knightdale,"1385 N Smithfield Rd, Knightdale, NC","1385 N Smithfield Rd, Knightdale, NC",http://www.knightdalenc.gov/index.aspx?page=350,919-217-2230,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2155437.362768888473511,744967.081780061125755,433,Knightdale Station Park,,,Town of Knightdale,"810 North First Avenue, Knightdale, NC","810 North First Avenue, Knightdale, NC",http://www.knightdalenc.gov/index.aspx?page=562,,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2060902.663715302944183,720659.980788066983223,439,Koka Booth Amphitheatre,,,Town of Cary,"8003 Regency Parkway, Cary, NC","8003 Regency Parkway, Cary, NC",http://boothamphitheatre.com/,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,35.728911,-78.795393,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2110407.77730330824852,700835.207773640751839,440,Lake Benson Park,,,Town of Garner,"921 Buffaloe Road, Garner NC, 27529","921 Buffaloe Road, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=13,919-772-4688,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.671913,-78.627150,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2058962.927765384316444,762751.45730048418045,443,Lake Crabtree County Park,,,Wake County,"1400 Aviation Pkwy., Morrisville, NC  27560","1400 Aviation Pkwy., Morrisville, NC  27560",http://www.wakegov.com/parks/lakecrabtree/Pages/default.aspx,919-460-3390,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.843908,-78.795222,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes
2084771.606790974736214,732632.493260309100151,446,Lake Johnson Nature Preserve,,,City of Raleigh,"4601 Avent Ferry Rd, Raleigh, NC","4601 Avent Ferry Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/LakeJohnsonPark.html,919-233-2121,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,35.757821,-78.714030,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2084771.606790974736214,732632.493260309100151,447,Lake Johnson Park,,,City of Raleigh,"4601 Avent Ferry Rd, Raleigh, NC","4601 Avent Ferry Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/LakeJohnsonPark.html,919-233-2121,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,35.763210,-78.713810,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2084166.022372215986252,735172.14205239713192,458,Lake Johnson Pool,,,City of Raleigh,"1416 Athens Dr, Raleigh, NC","1416 Athens Dr, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-233-2111,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,35.767344,-78.715890,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2089354.249528557062149,772390.500030234456062,463,Lake Lynn Park - Lynn Rd Entrance,,,City of Raleigh,"7921 Ray Rd, Raleigh, NC","7921 Ray Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/LakeLynnCommunityCenter.html,919-870-2911,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,35.887996,-78.698045,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2089603.504935547709465,778978.925173565745354,465,Lake Lynn Park - Ray Rd Entrance,,,City of Raleigh,"7921 Ray Rd, Raleigh, NC","7921 Ray Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/LakeLynnCommunityCenter.html,919-870-2911,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,35.887996,-78.698045,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2090425.580719217658043,708375.488624811172485,466,Lake Wheeler Park,,,City of Raleigh,"6404 Lake Wheeler Rd, Raleigh, NC","6404 Lake Wheeler Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/LakeWheeler.html,919-662-5704,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,35.691756,-78.699471,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,Yes
2110818.134750306606293,740245.698506310582161,467,Lane Street Park,,,City of Raleigh,"920 E Lane St, Raleigh, NC","920 E Lane St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/LaneStreetPark.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,35.783242,-78.626005,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2103684.99973838031292,755901.069754555821419,470,Lassiter Mill Historical Park,,,City of Raleigh,"3300 Lassiter Falls Circle, Raleigh, NC",,https://www.raleighnc.gov/parks/content/Departments/Articles/ParksandRecreation.html,919-996-3285,,,,,,,,,Yes,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,Yes
2100112.698812142014503,744942.565424889326096,471,Latta Property,,,City of Raleigh,"1001 Parker St, Raleigh, NC","1001 Parker St, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.796294,-78.663082,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2088767.686069130897522,757371.143257975578308,473,Laurel Hills Park,,,City of Raleigh,"3808 Edwards Mill Rd, Raleigh, NC","3808 Edwards Mill Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/LaurelHillsMainPage.html,919-420-2383,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,35.829762,-78.697487,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2084962.00995346903801,777476.494451388716698,481,Leesville Park,,,City of Raleigh,"8000 Hilburn Dr, Raleigh, NC","8000 Hilburn Dr, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecParks/Articles/PlaygroundLeesville.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,35.884547,-78.715155,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,,,Yes
2104215.749989226460457,736571.562481895089149,484,Lenoir Street Park,,,City of Raleigh,"626 W Lenoir St, Raleigh, NC","626 W Lenoir St, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecParks/Articles/PlaygroundLenoirStreet.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,35.773447,-78.648754,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2062488.364612132310867,742167.469597145915031,485,Lexie Lane Park,,,Town of Cary,"301 N Dixon Street, Cary, NC","301 N Dixon Street, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Lexie_Lane_Park.htm,,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,35.788974,-78.789374,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2060006.37745013833046,667214.178231060504913,488,Library Park,,,Town of Fuquay-Varina,"116 South Aiken Street, Fuquay-Varina, NC","116 South Aiken Street, Fuquay-Varina, NC",http://www.fuquay-varina.org/departments-and-services/parks-recreation-and-cultural-resources/parks/library-park.html,919-552-1430,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,35.583827,-78.797043,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2068568.787818714976311,736797.458027482032776,492,Lion's Park,,,Town of Cary,"815 Tanglewood Drive, Cary, NC","815 Tanglewood Drive, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/Lions_Park.htm,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,35.773937,-78.769934,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2114056.249993219971657,745738.312192976474762,494,Lions Park,,,City of Raleigh,"516 Dennis Ave, Raleigh, NC","516 Dennis Ave, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/LionsPrkFrontPage.html,919-831-6995,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,35.796957,-78.613672,,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,,,,Yes
2191531.461512297391891,754720.686616644263268,497,Little River Park,,,Town of Zebulon,"1800 W Gannon Ave, Zebulon, NC",,https://www.townofzebulon.org/services/parks-and-recreation/parks-facilities,919-823-0432,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,Yes
2118910.250127717852592,744683.937333226203918,499,Lockwood Park,,,City of Raleigh,"1000 Crabtree Blvd, Raleigh, NC","1000 Crabtree Blvd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecParks/Articles/PlaygroundLockwood.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,35.795167,-78.598511,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2103591.250253975391388,773985.750120565295219,503,Longstreet Park,,,City of Raleigh,"7334 Stuart Dr, Raleigh, NC","7334 Stuart Dr, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecParks/Articles/PlaygroundLongstreet.html,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,35.875965,-78.650471,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2115953.749807134270668,740993.750159814953804,504,Longview Park,,,City of Raleigh,"321 Bertie Dr, Raleigh, NC","321 Bertie Dr, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,35.786274,-78.608090,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,Yes
2094554.045559391379356,757230.554628387093544,507,Lt. Col. George F. Marshall Memorial Park,,,City of Raleigh,"3970 Blue Ridge Rd, Raleigh, NC","3970 Blue Ridge Rd, Raleigh, NC",http://www.raleighnc.gov/arts_parks/,919-831-6640,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,35.832712,-78.677362,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2069116.957654133439064,729783.807684734463692,512,MacDonald Woods Park,,,Town of Cary,"1601 Seabrook Avenue, Cary, NC","1601 Seabrook Avenue, Cary, NC",http://www.townofcary.org/Departments/Parks__Recreation___Cultural_Resources/Parks_and_Greenways/Parks/MacDonald_Woods_Park.htm,,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,35.753298,-78.767124,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2070491.316125884652138,726713.321371644735336,518,Marla Dorrel Park,,,Town of Cary,"111 Thurston Drive, Cary, NC","111 Thurston Drive, Cary, NC",http://www.kidstogethercary.org/,,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,35.745234,-78.763732,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
2127773.251758635044098,754791.736015230417252,521,Marsh Creek Park,,,City of Raleigh,"3016 New Hope Rd, Raleigh, NC","3016 New Hope Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/MarshCreekCommunityCenter.html,919-996-4920,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,35.822924,-78.564393,,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,,,Yes
2095102.624842807650566,728798.062608972191811,529,Mary Belle Pate Park,,,City of Raleigh,"2640 Sierra Drive, Raleigh, NC",,https://www.raleighnc.gov/parks/content/ParksRec/Articles/Parks/MaryBellePate.html,919-996-3285,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,Yes
2065054.80797004699707,738812.643957734107971,530,Meeting Place Park,,,Town of Cary,"601 Kildaire Farm Road, Cary, NC","601 Kildaire Farm Road, Cary, NC",http://www.townofcary.org/recreation-enjoyment/parks-greenways-environment/parks/meeting-place-park,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes
